ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
8153,Huntington Station,United States,30.00,63013.71,High income,Northern America,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,655286.50,0.02
8154,Fortaleza,Brazil,413.00,3324148.63,Upper Middle,Latin America and the Caribbean,0.14,0.08,0.09,0.07,0.01,0.05,0.04,0.54,8655816.37,0.02
8155,Kagoro,Nigeria,21.00,125949.17,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,81810.34,0.00
8156,Ratlam,India,36.00,347986.40,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.07,504032.96,0.01
8157,Gaoling,China,11.00,52425.30,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.06,65341.61,0.01
8158,Poso,Indonesia,16.00,69539.95,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,90460.94,0.01
8159,Norwalk,United States,24.00,61650.61,High income,Northern America,0.02,0.03,0.00,0.00,0.00,0.01,0.04,0.12,455226.40,0.02
8160,Teixeira de Freitas,Brazil,29.00,159871.12,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.04,573245.76,0.02
8161,Rimin Daddo,Nigeria,8.00,87316.67,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,36220.80,0.00
8162,Deoband,India,15.00,167825.93,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.05,35410.70,0.00
8163,Hangkongjidi,China,25.00,126961.85,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.05,141135.18,0.01
8164,Ende,Indonesia,23.00,181319.96,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129436.93,0.01
8165,Lake Ronkonkoma,United States,61.00,84189.25,High income,Northern America,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1235227.14,0.02
8166,Eunápolis,Brazil,20.00,91709.43,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.05,333208.58,0.02
8167,Akwanga,Nigeria,15.00,101758.76,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,135988.01,0.01
8168,Budhana,India,9.00,86013.96,Lower Middle,Central and Southern Asia,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.07,14950.96,0.00
8169,Yuxi,China,100.00,764429.37,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.03,599818.26,0.01
8170,Tolitoli,Indonesia,17.00,92288.12,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107209.78,0.01
8171,Selden,United States,37.00,66490.73,High income,Northern America,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,696927.63,0.02
8172,São Mateus,Brazil,17.00,66325.66,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.02,0.00,0.01,0.07,273681.28,0.02
8173,Zango,Nigeria,7.00,63612.39,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,11907.61,0.00
8174,Goondpur,India,15.00,57714.02,Lower Middle,Central and Southern Asia,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.09,145007.25,0.01
8175,Chenggong,China,55.00,173037.54,Upper Middle,Eastern and South-Eastern Asia,0.03,0.05,0.00,0.00,0.00,0.00,0.03,0.12,543633.93,0.01
8176,Maumere,Indonesia,22.00,163503.24,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,142361.30,0.01
8177,Bridgeport,United States,100.00,234491.09,High income,Northern America,0.08,0.06,0.00,0.00,0.01,0.03,0.07,0.28,1625840.92,0.02
8178,Itabuna,Brazil,33.00,218577.27,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.02,0.00,0.00,0.07,488342.51,0.01
8179,Oju,Nigeria,17.00,78776.47,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,35702.85,0.00
8180,Bhondsi,India,14.00,50008.30,Lower Middle,Central and Southern Asia,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.12,172217.24,0.01
8181,Songming,China,12.00,63234.61,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,84076.71,0.01
8182,Kolaka,Indonesia,20.00,88916.87,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144507.47,0.01
8183,New Haven,United States,49.00,147120.64,High income,Northern America,0.05,0.05,0.00,0.00,0.01,0.02,0.08,0.24,1559477.72,0.03
8184,Horizonte,Brazil,13.00,50220.18,Upper Middle,Latin America and the Caribbean,0.06,0.02,0.00,0.00,0.02,0.00,0.00,0.12,183116.53,0.01
8185,Dambatta,Nigeria,10.00,110535.28,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,49021.62,0.00
8186,Shahada,India,23.00,195718.94,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,42606.62,0.00
8187,Gujiao,China,18.00,172353.26,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,91547.14,0.01
8188,Ampana,Indonesia,14.00,55798.61,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63139.34,0.00
8189,Schenectady,United States,36.00,84995.03,High income,Northern America,0.09,0.07,0.00,0.01,0.02,0.02,0.08,0.33,753441.26,0.02
8190,Feira de Santana,Brazil,80.00,561529.40,Upper Middle,Latin America and the Caribbean,0.03,0.03,0.00,0.00,0.07,0.01,0.03,0.19,1531940.62,0.02
8191,Aliade,Nigeria,11.00,52777.86,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,26398.65,0.00
8192,Talegaon Dabhade,India,24.00,103587.64,Lower Middle,Central and Southern Asia,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.08,212077.58,0.01
8193,Wuxing,China,38.00,97925.33,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.08,172302.35,0.00
8194,Unaaha,Indonesia,15.00,56567.26,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,117503.82,0.01
8195,Waterbury,United States,43.00,96593.98,High income,Northern America,0.06,0.04,0.00,0.01,0.01,0.01,0.05,0.19,686259.53,0.02
8196,Valença,Brazil,13.00,60940.19,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.03,131260.50,0.01
8197,Lafia,Nigeria,42.00,266607.93,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,450572.33,0.01
8198,Sinnar,India,19.00,102480.27,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,135049.25,0.01
8199,Changning,China,7.00,62607.80,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,45898.94,0.01
8200,Pohon Sirih,Indonesia,11.00,55213.80,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64227.32,0.01
8201,Albany,United States,37.00,99832.54,High income,Northern America,0.07,0.06,0.00,0.00,0.02,0.01,0.05,0.25,816892.85,0.02
8202,Pacajus,Brazil,12.00,54998.70,Upper Middle,Latin America and the Caribbean,0.04,0.01,0.00,0.00,0.03,0.00,0.00,0.10,176973.32,0.01
8203,Makurdi,Nigeria,105.00,428736.99,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,951836.84,0.01
8204,Rajgarh,India,13.00,74671.84,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,21060.62,0.00
8205,Yingshan,China,13.00,135899.93,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,79233.27,0.01
8206,Baubau,Indonesia,22.00,151522.82,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,188911.44,0.01
8207,Troy,United States,28.00,63526.95,High income,Northern America,0.07,0.03,0.01,0.04,0.01,0.01,0.04,0.23,523882.98,0.02
8208,Ilhéus,Brazil,15.00,57704.59,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.03,0.00,0.00,0.06,154922.70,0.01
8209,Yanbarau,Nigeria,8.00,98791.77,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,13942.74,0.00
8210,Lalsot,India,12.00,75590.93,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,13924.75,0.00
8211,Xinzhou,China,35.00,229256.84,Upper Middle,Eastern and South-Eastern Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.07,248595.62,0.01
8212,Kendari,Indonesia,84.00,415201.01,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,1087566.06,0.01
8213,New Britain,United States,26.00,68405.33,High income,Northern America,0.05,0.04,0.00,0.00,0.01,0.01,0.08,0.21,444041.35,0.02
8214,Vila Jardim,Brazil,12.00,73104.70,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.02,0.00,0.00,0.06,181130.88,0.02
8215,Unguwar Findi,Nigeria,8.00,98760.69,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,100716.95,0.01
8216,Sohna,India,13.00,78123.72,Lower Middle,Central and Southern Asia,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.12,147635.23,0.01
8217,Pucheng,China,19.00,90241.01,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,173649.36,0.01
8218,Kupang,Indonesia,119.00,529746.70,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,1303854.04,0.01
8219,Hartford,United States,73.00,187629.22,High income,Northern America,0.08,0.07,0.00,0.01,0.01,0.03,0.13,0.38,1496182.21,0.02
8220,Serra Talhada,Brazil,11.00,60250.50,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.02,0.00,0.00,0.06,192599.79,0.02
8221,Nassarawan Eggon,Nigeria,9.00,96892.84,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,12294.29,0.00
8222,Nuh,India,13.00,60468.23,Lower Middle,Central and Southern Asia,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.10,31740.67,0.00
8223,Tongjiang County,China,17.00,101742.96,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,60782.18,0.00
8224,Raha,Indonesia,20.00,112910.49,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137850.19,0.01
8225,Springfield,United States,41.00,110005.30,High income,Northern America,0.06,0.08,0.01,0.02,0.01,0.02,0.09,0.32,842363.24,0.02
8226,Candeias,Brazil,8.00,58701.79,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.01,0.00,0.00,0.06,98974.98,0.01
8228,Bandikui,India,28.00,164881.86,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.06,86506.05,0.00
8229,Shahe,China,11.00,52758.17,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,41561.11,0.00
8230,Lewoleba,Indonesia,14.00,58455.04,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,101714.87,0.01
8231,Worcester,United States,48.00,134217.31,High income,Northern America,0.10,0.06,0.02,0.00,0.02,0.01,0.09,0.34,1158889.64,0.02
8232,Paulo Afonso,Brazil,15.00,60396.97,Upper Middle,Latin America and the Caribbean,0.14,0.01,0.00,0.00,0.01,0.00,0.01,0.20,215858.40,0.01
8233,Ihalav,Nigeria,9.00,56278.37,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,113636.47,0.01
8234,Kota,India,132.00,1220154.19,Lower Middle,Central and Southern Asia,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.10,2336441.88,0.02
8235,Beitian,China,24.00,83942.13,Upper Middle,Eastern and South-Eastern Asia,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.06,88174.11,0.00
8236,Luwuk,Indonesia,26.00,113754.39,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180813.47,0.01
8237,Providence,United States,177.00,437120.56,High income,Northern America,0.08,0.08,0.00,0.00,0.03,0.02,0.07,0.33,3615972.71,0.02
8238,Salvador,Brazil,323.00,3305395.54,Upper Middle,Latin America and the Caribbean,0.07,0.10,0.00,0.00,0.03,0.12,0.02,0.38,5163679.23,0.02
8239,Samunakar,Nigeria,12.00,95183.00,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,49290.73,0.00
8240,Roorkee,India,52.00,480051.81,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,483564.61,0.01
8241,Dazu,China,19.00,111766.76,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,168756.23,0.01
8242,Gorontalo,Indonesia,93.00,504226.21,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,918699.06,0.01
8243,Fall River,United States,42.00,111575.42,High income,Northern America,0.10,0.04,0.00,0.01,0.01,0.00,0.05,0.24,664885.33,0.02
8244,Alagoinhas,Brazil,23.00,126848.53,Upper Middle,Latin America and the Caribbean,0.09,0.03,0.00,0.00,0.01,0.03,0.01,0.18,357198.98,0.02
8245,Ikom,Nigeria,17.00,141009.98,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125257.28,0.01
8246,Ratnagiri,India,34.00,222401.91,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,264194.79,0.01
8247,Lu,China,13.00,81147.32,Upper Middle,Eastern and South-Eastern Asia,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,63265.40,0.00
8248,Soe,Indonesia,19.00,113159.40,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,157291.72,0.01
8249,New Bedford,United States,40.00,117685.84,High income,Northern America,0.01,0.02,0.01,0.00,0.00,0.00,0.02,0.08,676758.75,0.02
8250,Simões Filho,Brazil,20.00,106245.48,Upper Middle,Latin America and the Caribbean,0.15,0.05,0.00,0.00,0.09,0.01,0.01,0.35,265502.19,0.01
8251,Unguwar Arewa,Nigeria,15.00,148682.88,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,88231.64,0.01
8252,Muzaffarnagar,India,71.00,828957.59,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,1049350.01,0.01
8253,Xundian,China,10.00,54669.34,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,44707.00,0.00
8254,Kefamenanu,Indonesia,17.00,67631.26,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,123401.65,0.01
8255,Boston,United States,508.00,1669310.02,High income,Northern America,0.14,0.12,0.03,0.00,0.04,0.07,0.18,0.64,13007477.29,0.03
8256,Dias d'Ávila,Brazil,16.00,70636.14,Upper Middle,Latin America and the Caribbean,0.15,0.05,0.00,0.00,0.09,0.01,0.01,0.35,225133.26,0.01
8257,Okuku Lepuole,Nigeria,9.00,58610.34,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,9314.44,0.00
8258,Pune,India,580.00,6674000.05,Lower Middle,Central and Southern Asia,0.05,0.06,0.00,0.00,0.00,0.02,0.13,0.29,10109709.45,0.02
8259,Xuanhua,China,55.00,333761.21,Upper Middle,Eastern and South-Eastern Asia,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.12,247435.73,0.00
8260,Kalabahi,Indonesia,14.00,75943.55,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,62281.84,0.00
8261,Brockton,United States,26.00,72110.95,High income,Northern America,0.08,0.05,0.01,0.01,0.02,0.00,0.08,0.27,429869.14,0.02
8262,Camaçari,Brazil,27.00,192501.04,Upper Middle,Latin America and the Caribbean,0.15,0.05,0.00,0.00,0.09,0.01,0.01,0.35,460873.39,0.02
8263,Jos,Nigeria,202.00,965884.72,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,1787562.97,0.01
8264,Sikandra,India,34.00,81188.13,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,54683.16,0.00
8265,Rongchang,China,26.00,161430.80,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,163353.07,0.01
8266,Atambua,Indonesia,23.00,130848.10,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,181336.47,0.01
8267,Lowell,United States,30.00,104075.20,High income,Northern America,0.11,0.06,0.04,0.01,0.07,0.02,0.10,0.47,669232.60,0.02
8268,Mossoró,Brazil,52.00,276969.00,Upper Middle,Latin America and the Caribbean,0.10,0.02,0.03,0.00,0.05,0.01,0.02,0.26,941576.39,0.02
8269,Ogoja,Nigeria,7.00,73899.31,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61849.14,0.01
8270,Chakan,India,58.00,209283.65,Lower Middle,Central and Southern Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,413253.05,0.01
8271,Lintong,China,20.00,135053.05,Upper Middle,Eastern and South-Eastern Asia,0.01,0.06,0.00,0.00,0.00,0.00,0.02,0.09,143623.33,0.01
8272,Kotamobagu,Indonesia,27.00,144271.39,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,297042.12,0.01
8273,Manchester,United States,21.00,67542.11,High income,Northern America,0.09,0.04,0.01,0.01,0.10,0.02,0.05,0.35,871144.53,0.04
8274,Lagarto,Brazil,10.00,50221.98,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.01,0.01,0.01,0.07,153214.14,0.02
8275,Barakin Gangare,Nigeria,10.00,61692.01,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,19194.62,0.00
8276,Sardhana,India,7.00,81521.01,Lower Middle,Central and Southern Asia,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.11,13423.71,0.00
8277,Pingchang County,China,17.00,135266.73,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.02,78128.91,0.00
8278,Amurang,Indonesia,16.00,56381.15,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,100393.98,0.01
8279,Lawrence,United States,32.00,108912.76,High income,Northern America,0.06,0.05,0.01,0.00,0.03,0.01,0.08,0.27,711451.79,0.02
8280,Patos,Brazil,20.00,99487.38,Upper Middle,Latin America and the Caribbean,0.03,0.03,0.00,0.00,0.02,0.04,0.01,0.15,398865.85,0.02
8281,Zango,Nigeria,5.00,58296.04,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,23313.10,0.00
8282,Dondaicha,India,8.00,86683.16,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,20881.78,0.00
8283,Fenyang,China,25.00,126193.07,Upper Middle,Eastern and South-Eastern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,149908.87,0.01
8284,Manado,Indonesia,94.00,483103.79,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.05,1210826.59,0.01
8285,Lynn,United States,44.00,119551.95,High income,Northern America,0.06,0.05,0.01,0.01,0.01,0.01,0.07,0.25,672532.57,0.02
8286,Itabaiana,Brazil,13.00,68555.00,Upper Middle,Latin America and the Caribbean,0.07,0.01,0.00,0.00,0.02,0.00,0.01,0.12,221391.37,0.02
8287,Unguwar Mahaukci,Nigeria,8.00,70496.45,Lower Middle,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,73663.96,0.01
8288,Chiplun,India,16.00,107808.27,Lower Middle,Central and Southern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,74707.07,0.00
8289,Longshui,China,15.00,85577.00,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,82069.91,0.01
8290,Lowian,Indonesia,20.00,68764.42,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,126116.91,0.01
8291,Peabody,United States,71.00,114640.41,High income,Northern America,0.04,0.05,0.00,0.01,0.00,0.01,0.07,0.20,1098715.55,0.02
8292,Estância,Brazil,14.00,54378.75,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.01,0.00,0.00,0.06,151868.29,0.01
8293,Tungan Fulani,Nigeria,7.00,50973.45,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.04,47495.42,0.01
8294,Haridwar,India,98.00,684947.39,Lower Middle,Central and Southern Asia,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.08,1289601.11,0.01
8295,Chengcheng,China,19.00,100863.81,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,57148.32,0.00
8296,Tomohon,Indonesia,14.00,77523.84,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,171680.37,0.01
8297,Portland,United States,43.00,67689.55,High income,Northern America,0.06,0.02,0.00,0.01,0.03,0.01,0.01,0.15,697909.50,0.02
8298,Caicó,Brazil,12.00,56017.86,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.01,0.00,0.01,0.06,197404.57,0.02
8299,Bokkos,Nigeria,8.00,50618.83,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3584.24,0.00
8300,Khatauli,India,14.00,149029.33,Lower Middle,Central and Southern Asia,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.08,32258.85,0.00
8301,Jiangchuan,China,26.00,85056.19,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,116720.01,0.00
8302,Tondano,Indonesia,15.00,77377.05,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,143170.82,0.01
8303,Arcoverde,Brazil,13.00,66188.86,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.01,0.00,0.00,0.07,242251.93,0.02
8304,Gboko,Nigeria,65.00,355117.41,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,423957.99,0.01
8305,Meerut,India,233.00,2169152.41,Lower Middle,Central and Southern Asia,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.10,2596081.45,0.01
8306,Wusheng,China,9.00,84779.25,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,76217.74,0.01
8307,Bitung,Indonesia,40.00,217592.63,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,505339.46,0.01
8308,B. Parque dos Faróis,Brazil,11.00,73384.29,Upper Middle,Latin America and the Caribbean,0.11,0.07,0.00,0.00,0.05,0.05,0.04,0.37,156290.33,0.01
8309,Vandeikya Town,Nigeria,15.00,66676.18,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,47451.30,0.00
8310,Sawai Madhopur,India,29.00,232746.28,Lower Middle,Central and Southern Asia,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.05,332757.08,0.01
8311,Guangling,China,10.00,55780.06,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,52285.43,0.01
8312,Sanana,Indonesia,13.00,59101.65,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47398.68,0.00
8313,Aracaju,Brazil,140.00,921331.84,Upper Middle,Latin America and the Caribbean,0.11,0.07,0.00,0.00,0.05,0.05,0.04,0.35,2104527.92,0.02
8314,Ringim,Nigeria,7.00,59489.93,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,82022.94,0.01
8315,Barwani,India,13.00,99572.08,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,33491.54,0.00
8316,Yuechi,China,17.00,129392.23,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,88073.34,0.01
8317,Ternate,Indonesia,33.00,266060.55,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352787.29,0.01
8318,Arapiraca,Brazil,35.00,174023.29,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.04,0.00,0.00,0.10,580618.39,0.02
8319,Mongu Arna,Nigeria,15.00,109765.93,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,40665.85,0.00
8320,Laksar,India,12.00,56203.76,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,103287.72,0.01
8321,Shiping,China,11.00,78877.79,Upper Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,80044.71,0.01
8322,Labuha,Indonesia,16.00,83565.77,Upper Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97549.59,0.01
